file_name	pressure	weight	Lighting	Background
0762.jpg	150	0	Red	Black
0763.jpg	175	0	Red	Black
0764.jpg	200	0	Red	Black
0765.jpg	225	0	Red	Black
0766.jpg	250	0	Red	Black
0767.jpg	275	0	Red	Black
0768.jpg	300	0	Red	Black
0769.jpg	0	0	Blue	Black
0770.jpg	5	0	Blue	Black
0771.jpg	75	0	Blue	Black
0772.jpg	100	0	Blue	Black
0773.jpg	125	0	Blue	Black
0774.jpg	150	0	Blue	Black
0775.jpg	175	0	Blue	Black
0776.jpg	200	0	Blue	Black
0777.jpg	225	0	Blue	Black
0778.jpg	250	0	Blue	Black
0779.jpg	275	0	Blue	Black
0780.jpg	300	0	Blue	Black
0781.jpg	0	77	Dark	Black
0782.jpg	5	77	Dark	Black
0783.jpg	75	77	Dark	Black
0784.jpg	100	77	Dark	Black
0785.jpg	125	77	Dark	Black
0786.jpg	150	77	Dark	Black
0787.jpg	175	77	Dark	Black
0788.jpg	200	77	Dark	Black
0789.jpg	225	77	Dark	Black
0790.jpg	250	77	Dark	Black
0791.jpg	275	77	Dark	Black
0792.jpg	300	77	Dark	Black
0793.jpg	0	77	Medium	Black
0794.jpg	5	77	Medium	Black
0795.jpg	75	77	Medium	Black
0796.jpg	100	77	Medium	Black
0797.jpg	125	77	Medium	Black
0798.jpg	150	77	Medium	Black
0799.jpg	175	77	Medium	Black
0800.jpg	200	77	Medium	Black
0801.jpg	225	77	Medium	Black
0802.jpg	250	77	Medium	Black
0803.jpg	275	77	Medium	Black
0804.jpg	300	77	Medium	Black
0805.jpg	0	77	High	Black
0806.jpg	5	77	High	Black
0807.jpg	75	77	High	Black
0808.jpg	100	77	High	Black
0809.jpg	125	77	High	Black
0810.jpg	150	77	High	Black
0811.jpg	175	77	High	Black
0812.jpg	200	77	High	Black
0813.jpg	225	77	High	Black
0814.jpg	250	77	High	Black
0815.jpg	275	77	High	Black
0816.jpg	300	77	High	Black
0817.jpg	0	77	Red	Black
0818.jpg	5	77	Red	Black
0819.jpg	75	77	Red	Black
0820.jpg	100	77	Red	Black
0821.jpg	125	77	Red	Black
0822.jpg	150	77	Red	Black
0823.jpg	175	77	Red	Black
0824.jpg	200	77	Red	Black
0825.jpg	225	77	Red	Black
0826.jpg	250	77	Red	Black
0827.jpg	275	77	Red	Black
0828.jpg	300	77	Red	Black
0829.jpg	0	77	Blue	Black
0830.jpg	5	77	Blue	Black
0831.jpg	75	77	Blue	Black
0832.jpg	100	77	Blue	Black
0833.jpg	125	77	Blue	Black
0834.jpg	150	77	Blue	Black
0835.jpg	175	77	Blue	Black
0836.jpg	200	77	Blue	Black
0837.jpg	225	77	Blue	Black
0838.jpg	250	77	Blue	Black
0839.jpg	275	77	Blue	Black
0840.jpg	300	77	Blue	Black
0841.jpg	0	155	Dark	Black
0842.jpg	5	155	Dark	Black
0843.jpg	75	155	Dark	Black
0844.jpg	100	155	Dark	Black
0845.jpg	125	155	Dark	Black
0846.jpg	150	155	Dark	Black
0847.jpg	175	155	Dark	Black
0848.jpg	200	155	Dark	Black
0849.jpg	225	155	Dark	Black
0850.jpg	250	155	Dark	Black
0851.jpg	275	155	Dark	Black
0852.jpg	300	155	Dark	Black
0853.jpg	0	155	Medium	Black
0854.jpg	5	155	Medium	Black
0855.jpg	75	155	Medium	Black
0856.jpg	100	155	Medium	Black
0857.jpg	125	155	Medium	Black
0858.jpg	150	155	Medium	Black
0859.jpg	175	155	Medium	Black
0860.jpg	200	155	Medium	Black
0861.jpg	225	155	Medium	Black
0862.jpg	250	155	Medium	Black
0863.jpg	275	155	Medium	Black
0864.jpg	300	155	Medium	Black
0865.jpg	0	155	High	Black
0866.jpg	5	155	High	Black
0867.jpg	75	155	High	Black
0868.jpg	100	155	High	Black
0869.jpg	125	155	High	Black
0870.jpg	150	155	High	Black
0871.jpg	175	155	High	Black
0872.jpg	200	155	High	Black
0873.jpg	225	155	High	Black
0874.jpg	250	155	High	Black
0875.jpg	275	155	High	Black
0876.jpg	300	155	High	Black
0877.jpg	0	155	Red	Black
0878.jpg	5	155	Red	Black
0879.jpg	75	155	Red	Black
0880.jpg	100	155	Red	Black
0881.jpg	125	155	Red	Black
0882.jpg	150	155	Red	Black
0883.jpg	175	155	Red	Black
0884.jpg	200	155	Red	Black
0885.jpg	225	155	Red	Black
0886.jpg	250	155	Red	Black
0887.jpg	275	155	Red	Black
0888.jpg	300	155	Red	Black
0889.jpg	0	155	Blue	Black
0890.jpg	5	155	Blue	Black
0891.jpg	75	155	Blue	Black
0892.jpg	100	155	Blue	Black
0893.jpg	125	155	Blue	Black
0894.jpg	150	155	Blue	Black
0895.jpg	175	155	Blue	Black
0896.jpg	200	155	Blue	Black
0897.jpg	225	155	Blue	Black
0898.jpg	250	155	Blue	Black
0899.jpg	275	155	Blue	Black
0900.jpg	300	155	Blue	Black
0901.jpg	0	230	Dark	Black
0902.jpg	5	230	Dark	Black
0903.jpg	75	230	Dark	Black
0904.jpg	100	230	Dark	Black
0905.jpg	125	230	Dark	Black
0906.jpg	150	230	Dark	Black
0907.jpg	175	230	Dark	Black
0908.jpg	200	230	Dark	Black
0909.jpg	225	230	Dark	Black
0910.jpg	250	230	Dark	Black
0911.jpg	275	230	Dark	Black
0912.jpg	300	230	Dark	Black
0913.jpg	0	230	Medium	Black
0914.jpg	5	230	Medium	Black
0915.jpg	75	230	Medium	Black
0916.jpg	100	230	Medium	Black
0917.jpg	125	230	Medium	Black
0918.jpg	150	230	Medium	Black
0919.jpg	175	230	Medium	Black
0920.jpg	200	230	Medium	Black
0921.jpg	225	230	Medium	Black
0922.jpg	250	230	Medium	Black
0923.jpg	275	230	Medium	Black
0924.jpg	300	230	Medium	Black
0925.jpg	0	230	High	Black
0926.jpg	5	230	High	Black
0927.jpg	75	230	High	Black
0928.jpg	100	230	High	Black
0929.jpg	125	230	High	Black
0930.jpg	150	230	High	Black
0931.jpg	175	230	High	Black
0932.jpg	200	230	High	Black
0933.jpg	225	230	High	Black
0934.jpg	250	230	High	Black
0935.jpg	275	230	High	Black
0936.jpg	300	230	High	Black
0937.jpg	0	230	Red	Black
0938.jpg	5	230	Red	Black
0939.jpg	75	230	Red	Black
0940.jpg	100	230	Red	Black
0941.jpg	125	230	Red	Black
0942.jpg	150	230	Red	Black
0943.jpg	175	230	Red	Black
0944.jpg	200	230	Red	Black
0945.jpg	225	230	Red	Black
0946.jpg	250	230	Red	Black
0947.jpg	275	230	Red	Black
0948.jpg	300	230	Red	Black
0949.jpg	0	230	Blue	Black
0950.jpg	5	230	Blue	Black
0951.jpg	75	230	Blue	Black
0952.jpg	100	230	Blue	Black
0953.jpg	125	230	Blue	Black
0954.jpg	150	230	Blue	Black
0955.jpg	175	230	Blue	Black
0956.jpg	200	230	Blue	Black
0957.jpg	225	230	Blue	Black
0958.jpg	250	230	Blue	Black
0959.jpg	275	230	Blue	Black
0960.jpg	300	230	Blue	Black
